production_budget,opening_gross,usa_gross,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross
45000000.0,3477996.0,7919117.0,9333654.0,2008.0,2.35,160.0,26982.0,45000000.0,6.0,7916887.0
45000000.0,184000.0,6566773.0,78568977.0,2006.0,2.35,114.0,949.0,45000000.0,7.0,6565495.0
45000000.0,7783266.0,15298133.0,42487390.0,2008.0,1.85,99.0,12166.0,40000000.0,5.4,15279680.0
40000000.0,3545204.0,7267307.0,8493890.0,2002.0,1.85,74.0,13917.0,40000000.0,6.5,7262288.0
45000000.0,1915000.0,4607608.0,31575877.0,2007.0,2.35,139.0,538.0,45000000.0,6.4,4584886.0
45000000.0,1370831.0,2312463.0,2312463.0,1997.0,2.35,103.0,2457.0,45000000.0,4.9,2154540.0
45000000.0,3833300.0,8305970.0,160078586.0,2011.0,2.35,101.0,661.0,45000000.0,6.3,8129455.0
44500000.0,19458109.0,136025503.0,232325503.0,2012.0,2.35,130.0,3133.0,44500000.0,7.7,136019448.0
44000000.0,23758855.0,183875760.0,368875760.0,1993.0,1.85,130.0,13357.0,44000000.0,7.8,183875760.0
40000000.0,20686423.0,67061228.0,136333522.0,2010.0,2.35,110.0,21554.0,40000000.0,5.5,67061228.0
44000000.0,12305745.0,53315285.0,165615285.0,1996.0,2.35,147.0,37076.0,44000000.0,7.5,53300852.0
44000000.0,20176217.0,150415432.0,300400432.0,1985.0,2.35,96.0,15662.0,44000000.0,6.4,150415432.0
44000000.0,8411178.0,22754725.0,22754725.0,1996.0,2.35,118.0,26907.0,44000000.0,5.6,44834712.0
2600000.0,3769251.0,84254167.0,121892045.0,1940.0,1.37,88.0,1178.0,2600000.0,7.5,84300000.0
50000000.0,26857181.0,62318875.0,111476513.0,2006.0,2.35,102.0,2998.0,50000000.0,6.8,62318875.0
65000000.0,2469341.0,5775076.0,34227298.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0,5773519.0
43000000.0,701207.0,51804714.0,80049764.0,2000.0,2.35,136.0,1801.0,43000000.0,7.3,51768623.0
43000000.0,10310672.0,37170488.0,62198945.0,2000.0,1.37,103.0,23864.0,43000000.0,6.0,37035515.0
45000000.0,10600000.0,24537621.0,50871113.0,2005.0,2.35,103.0,22383.0,45000000.0,7.0,24520892.0
43000000.0,9430667.0,24718164.0,69319426.0,2002.0,1.85,90.0,132.0,43000000.0,5.1,24430272.0
42000000.0,25400000.0,158348367.0,270248367.0,1993.0,1.85,154.0,14244.0,42000000.0,6.8,158348400.0
44000000.0,12381585.0,31162545.0,48190704.0,2010.0,2.35,99.0,1066.0,44000000.0,6.5,31136950.0
40000000.0,11422006.0,29121498.0,76130093.0,2011.0,2.35,93.0,27834.0,40000000.0,6.6,29113588.0
42000000.0,36302612.0,138447667.0,201585328.0,2012.0,2.35,109.0,19968.0,42000000.0,7.2,138447667.0
42000000.0,21811180.0,116089678.0,363961292.0,1999.0,2.35,124.0,9255.0,42000000.0,7.0,116006080.0
45000000.0,17506162.0,106834564.0,224834564.0,2000.0,1.85,84.0,1817.0,45000000.0,7.0,106793915.0
42000000.0,27721185.0,88097164.0,178311729.0,2004.0,1.85,90.0,24534.0,42000000.0,5.9,87856565.0
42000000.0,13640706.0,70052444.0,131052444.0,1992.0,1.85,117.0,3841.0,40000000.0,5.4,70100000.0
43000000.0,39115043.0,159582188.0,229930771.0,2013.0,2.35,123.0,4825.0,43000000.0,6.6,159578352.0
42000000.0,11816596.0,45290318.0,73100172.0,2012.0,1.85,105.0,6727.0,42000000.0,6.5,45290318.0
42000000.0,14005550.0,41543917.0,63781810.0,2002.0,2.35,115.0,15571.0,42000000.0,6.3,41543207.0
42000000.0,12210868.0,41083864.0,41083864.0,1996.0,1.85,122.0,13716.0,42000000.0,6.5,41252428.0
32000000.0,11208851.0,35746370.0,55305279.0,2002.0,2.35,119.0,1651.0,32000000.0,6.5,35228696.0
42000000.0,30619130.0,60054530.0,138805831.0,2009.0,1.85,81.0,2134.0,42000000.0,5.8,59992760.0
32000000.0,8774776.0,34667015.0,156167015.0,1989.0,2.35,133.0,2371.0,32000000.0,6.6,34667015.0
42000000.0,14005335.0,37662162.0,90260376.0,2011.0,2.35,100.0,15369.0,42000000.0,5.4,37652565.0
60000000.0,10523154.0,24403552.0,56359980.0,2001.0,2.35,120.0,33585.0,42000000.0,6.1,24375436.0
48000000.0,8532623.0,20915465.0,20915465.0,1993.0,1.85,104.0,7723.0,42000000.0,4.0,20915465.0
50000000.0,9390144.0,24149632.0,72617068.0,2005.0,2.35,122.0,12076.0,50000000.0,7.6,24127895.0
31000000.0,17800000.0,53710019.0,177395557.0,2002.0,2.35,80.0,6229.0,31000000.0,7.9,84961.0
40000000.0,11515790.0,26414527.0,38084162.0,2012.0,2.35,91.0,3301.0,40000000.0,5.3,26404753.0
44000000.0,1794666.0,6105175.0,11782625.0,2014.0,2.35,112.0,12239.0,44000000.0,6.6,6105175.0
42000000.0,3048665.0,5666340.0,11103434.0,2010.0,2.35,100.0,2056.0,45000000.0,6.3,5664251.0
42000000.0,42751.0,1262079.0,20550145.0,2009.0,2.35,105.0,1342.0,27000000.0,7.2,1260917.0
41000000.0,51240555.0,116750901.0,242875078.0,2002.0,2.35,110.0,1954.0,41000000.0,7.0,116724075.0
65000000.0,16511391.0,56569702.0,117487473.0,2001.0,2.35,144.0,18761.0,65000000.0,6.9,56083966.0
41000000.0,8111324.0,22219192.0,34268701.0,2003.0,2.35,108.0,1134.0,41000000.0,5.2,22108977.0
40000000.0,26681262.0,293506292.0,672806292.0,1999.0,1.85,107.0,17540.0,40000000.0,8.1,293501675.0
42000000.0,8001932.0,18620000.0,47636031.0,2012.0,2.35,102.0,362.0,42000000.0,6.6,18600911.0
41000000.0,3251884.0,7204138.0,8179416.0,2011.0,2.35,100.0,2085.0,41000000.0,6.2,7204138.0
8000000.0,5031753.0,91077276.0,91077276.0,1984.0,1.85,126.0,2004.0,8000000.0,7.2,90800000.0
40000000.0,740455.0,150117807.0,251171807.0,2013.0,2.35,138.0,83012.0,40000000.0,7.3,150117807.0
40000000.0,33627598.0,163958031.0,317375031.0,2009.0,2.35,108.0,18656.0,40000000.0,6.7,163947053.0
70000000.0,23162542.0,116741558.0,177841558.0,1999.0,2.35,105.0,2129.0,70000000.0,6.4,116735231.0
40000000.0,27835125.0,119000002.0,335973020.0,1989.0,1.85,108.0,3660.0,40000000.0,7.8,118500000.0
40000000.0,43899340.0,126663600.0,458863600.0,2014.0,2.35,89.0,32325.0,40000000.0,6.4,126546825.0
40000000.0,85171450.0,166167230.0,569651467.0,2015.0,2.35,129.0,4585.0,40000000.0,4.1,166147885.0
38000000.0,32500000.0,111761982.0,197101678.0,2003.0,1.85,84.0,22935.0,38000000.0,4.1,111760631.0
40000000.0,14823159.0,108766007.0,152266007.0,1996.0,2.35,149.0,31349.0,40000000.0,7.4,108706165.0
40000000.0,27557647.0,138614544.0,190538630.0,2003.0,1.85,94.0,7014.0,40000000.0,5.8,138614544.0
40000000.0,90872.0,125095601.0,154802912.0,2013.0,2.35,121.0,1261.0,40000000.0,7.6,125069696.0
40000000.0,13739456.0,107533928.0,132440069.0,1992.0,2.35,128.0,16751.0,40000000.0,7.2,107458785.0
40000000.0,40406314.0,102470008.0,320392818.0,2016.0,2.35,134.0,2676.0,40000000.0,7.8,102310175.0
40000000.0,22445653.0,96962694.0,224920315.0,2010.0,2.35,120.0,10555.0,40000000.0,7.7,96917897.0
40000000.0,27785487.0,93953653.0,178866158.0,2009.0,2.35,129.0,318.0,40000000.0,6.4,93952276.0
45000000.0,40222875.0,90710620.0,178262620.0,2006.0,1.85,89.0,5855.0,45000000.0,5.1,90703745.0
40000000.0,34713342.0,89143175.0,161834276.0,2000.0,2.35,116.0,600.0,40000000.0,5.5,89138076.0
40000000.0,19089645.0,88277583.0,246145853.0,1990.0,1.37,118.0,3986.0,40000000.0,7.4,87666629.0
40000000.0,33803253.0,90411453.0,111711453.0,2015.0,1.85,107.0,12556.0,40000000.0,6.0,90353764.0
40000000.0,30521679.0,82522790.0,215862692.0,1992.0,1.85,155.0,42220.0,40000000.0,7.5,82522790.0
40000000.0,20027956.0,94125426.0,129540522.0,2009.0,1.85,123.0,13321.0,40000000.0,7.0,94125426.0
40000000.0,27487144.0,95020213.0,97470701.0,2013.0,2.35,128.0,16911.0,40000000.0,7.5,95001343.0
40000000.0,12738237.0,81298265.0,128798265.0,1999.0,1.85,139.0,36810.0,40000000.0,7.3,81292135.0
40000000.0,36111775.0,86208010.0,169837010.0,2014.0,1.85,109.0,16179.0,35000000.0,5.7,86208010.0
40000000.0,20188176.0,81612565.0,120455994.0,2006.0,2.35,120.0,24300.0,40000000.0,7.3,81593527.0
35000000.0,17728313.0,75764672.0,194564672.0,2015.0,1.85,121.0,36010.0,35000000.0,7.2,75274748.0
40000000.0,35243095.0,91221830.0,124608438.0,2016.0,2.35,102.0,5178.0,40000000.0,5.9,90835030.0
40000000.0,10976661.0,75505856.0,75505856.0,1992.0,2.35,117.0,2144.0,40000000.0,7.8,72455275.0
40000000.0,20039730.0,75331600.0,123971376.0,2004.0,1.85,178.0,5074.0,40000000.0,7.7,75305995.0
40000000.0,28100000.0,74103820.0,158733820.0,2005.0,1.85,147.0,3924.0,40000000.0,8.1,74098862.0
40000000.0,22874936.0,72266306.0,152039882.0,2008.0,2.35,90.0,6775.0,40000000.0,6.6,72266306.0
40000000.0,17810270.0,71440011.0,91980359.0,2009.0,1.85,105.0,28928.0,40000000.0,7.1,71347010.0
40000000.0,22518295.0,70839203.0,141069860.0,2001.0,1.85,114.0,2842.0,40000000.0,5.9,70836296.0
40000000.0,5223658.0,70405498.0,205405498.0,1991.0,2.35,206.0,698.0,40000000.0,8.0,70405498.0
40000000.0,27736056.0,70165972.0,141522961.0,2006.0,1.85,99.0,19334.0,40000000.0,4.6,70163652.0
57000000.0,20108829.0,66845033.0,147845033.0,2001.0,2.35,123.0,43917.0,34000000.0,6.1,66808615.0
65000000.0,30621445.0,115637895.0,161459297.0,2014.0,2.35,137.0,2938.0,65000000.0,7.2,115603980.0
20000000.0,23722310.0,64167069.0,136316880.0,2009.0,2.35,102.0,7009.0,20000000.0,6.4,64149837.0
40000000.0,24763752.0,83911193.0,196710396.0,2014.0,2.35,109.0,2357.0,40000000.0,6.0,83906114.0
40000000.0,27408309.0,66477700.0,186167139.0,2009.0,2.35,82.0,303717.0,40000000.0,5.2,66466372.0
40000000.0,15371203.0,72313754.0,165478348.0,2015.0,2.35,142.0,16944.0,40000000.0,7.6,72306065.0
40000000.0,18736133.0,58856790.0,91753202.0,2001.0,2.35,106.0,2544.0,40000000.0,6.4,59068786.0
40000000.0,17570955.0,60974475.0,91720255.0,2010.0,1.85,114.0,2091.0,44864314.55348956,6.4,60923325.0
50000000.0,11600000.0,57890460.0,170128460.0,2004.0,1.85,106.0,2325.0,50000000.0,6.1,57887882.0
40000000.0,14047592.0,54682547.0,54682547.0,1998.0,2.35,108.0,8610.0,40000000.0,6.1,53955614.0
40000000.0,19738749.0,54870175.0,87840042.0,1997.0,1.85,98.0,7039.0,40000000.0,5.2,54967359.0
35000000.0,11376150.0,54234062.0,75395048.0,2002.0,1.85,131.0,17152.0,35000000.0,7.7,54228104.0
40000000.0,13206453.0,58009200.0,86752352.0,2011.0,2.35,118.0,13943.0,40000000.0,7.3,57981889.0
30000000.0,21856389.0,63686397.0,135710029.0,2011.0,2.35,113.0,17152.0,30000000.0,6.9,61094903.0
40000000.0,14801808.0,53089891.0,109676311.0,2006.0,2.35,130.0,63986.0,40000000.0,8.5,53082743.0
42000000.0,15457418.0,54445357.0,107645357.0,2014.0,2.35,116.0,30571.0,42000000.0,6.3,54414716.0
40000000.0,15891055.0,57012977.0,74939189.0,2013.0,2.35,89.0,3361.0,40000000.0,5.9,57011847.0
40000000.0,15005604.0,50866635.0,120673227.0,2006.0,1.85,139.0,848.0,40000000.0,7.8,50859889.0
40000000.0,11051284.0,51185897.0,51185897.0,1987.0,2.35,130.0,1233.0,30000000.0,6.7,51185897.0
40000000.0,24760882.0,52000688.0,127233108.0,2010.0,2.35,107.0,4243.0,40000000.0,6.4,52000688.0
40000000.0,8043360.0,49851591.0,93151591.0,1986.0,2.35,116.0,2179.0,40000000.0,5.9,49851591.0
40000000.0,18237568.0,48022900.0,92913171.0,2004.0,2.35,96.0,41293.0,40000000.0,6.6,47781388.0
40000000.0,13616196.0,52330111.0,114830111.0,2006.0,2.35,99.0,18693.0,40000000.0,6.8,52320979.0
43000000.0,16057945.0,47907715.0,93983911.0,2005.0,2.35,104.0,1274.0,43000000.0,6.5,47806295.0
25000000.0,10822903.0,51854875.0,56012642.0,2012.0,1.85,105.0,9069.0,25000000.0,6.6,51853450.0
40000000.0,14756850.0,46012734.0,106407672.0,2008.0,2.35,101.0,4298.0,40000000.0,5.8,46012734.0
40000000.0,13319371.0,47047013.0,67647013.0,2014.0,2.35,134.0,2281.0,40000000.0,6.9,47034272.0
40000000.0,10626507.0,45916769.0,45916769.0,1997.0,2.35,135.0,16762.0,40000000.0,7.1,45856732.0
40000000.0,19288438.0,59694580.0,141591324.0,2003.0,1.85,98.0,22318.0,40000000.0,5.8,59588068.0
36000000.0,4573523.0,44229441.0,44229441.0,1997.0,1.85,155.0,37570.0,36000000.0,7.2,44175394.0
40000000.0,8494271.0,45500797.0,45500797.0,1992.0,2.35,106.0,519.0,40000000.0,6.0,45500797.0
40000000.0,10059425.0,41797066.0,130290885.0,2007.0,2.35,102.0,4324.0,40000000.0,4.7,41797066.0
40000000.0,5830302.0,38087756.0,38087756.0,1994.0,1.85,95.0,4634.0,40000000.0,5.2,38087756.0
65000000.0,10987006.0,37761915.0,90726668.0,2000.0,1.85,103.0,26938.0,40000000.0,5.5,37752931.0
40000000.0,13623630.0,50572589.0,145896422.0,2007.0,1.85,95.0,2787.0,44864314.55348956,6.5,50562555.0
40000000.0,13043310.0,37412945.0,97984015.0,2011.0,2.35,109.0,390.0,40000000.0,7.0,37371385.0
40000000.0,5290629.0,37134215.0,41863726.0,2012.0,2.35,95.0,1070.0,40000000.0,5.8,37101011.0
40000000.0,18692090.0,38180928.0,97231420.0,2011.0,2.35,111.0,4486.0,40000000.0,6.2,38176892.0
40000000.0,14252888.0,36663315.0,96618699.0,1999.0,2.35,123.0,12970.0,40000000.0,6.5,36283504.0
38000000.0,9151800.0,34416893.0,34416893.0,1991.0,2.35,140.0,3044.0,38000000.0,7.2,35183792.0
40000000.0,14608152.0,38543473.0,126069509.0,2014.0,1.85,94.0,1488.0,40000000.0,5.1,38543473.0
60000000.0,13567978.0,36050230.0,51880044.0,2000.0,1.85,94.0,1238.0,60000000.0,4.7,36037909.0
40000000.0,18031396.0,42587643.0,157887643.0,2011.0,2.35,92.0,3074.0,40000000.0,5.9,42575718.0
75000000.0,10178289.0,33864342.0,54264342.0,1999.0,1.85,102.0,2913.0,40000000.0,5.8,33864342.0
40000000.0,9631359.0,33519628.0,55707411.0,2000.0,1.85,123.0,23920.0,40000000.0,7.2,33508922.0
30000000.0,12400125.0,42071069.0,50605163.0,2005.0,2.35,104.0,1827.0,30000000.0,6.2,42071069.0
40000000.0,10309986.0,32862104.0,49944325.0,2008.0,2.35,102.0,3239.0,40000000.0,5.7,32853640.0
40000000.0,16797385.0,43139300.0,87189756.0,2014.0,2.35,136.0,28927.0,40000000.0,6.1,42615685.0
25000000.0,11713845.0,32063435.0,48063435.0,1994.0,1.85,93.0,2711.0,25000000.0,6.0,32055248.0
40000000.0,72348.0,31847881.0,55247881.0,2011.0,2.35,129.0,15595.0,40000000.0,6.9,31836745.0
40000000.0,9203266.0,31011732.0,60040976.0,2010.0,2.35,107.0,621.0,40000000.0,6.5,30993544.0
40000000.0,12020807.0,30985352.0,46563961.0,2005.0,2.35,117.0,3969.0,40000000.0,5.0,30981850.0
60000000.0,10410993.0,30208599.0,40400425.0,2000.0,2.35,116.0,3753.0,40000000.0,5.7,30199105.0
40000000.0,10016021.0,29077547.0,31670620.0,2005.0,2.35,135.0,5917.0,40000000.0,7.0,29077547.0
65000000.0,9413684.0,29381494.0,40443010.0,2000.0,2.35,107.0,4565.0,40000000.0,5.1,29374178.0
75000000.0,8224215.0,28544120.0,28544120.0,1999.0,1.85,90.0,1335.0,40000000.0,5.3,28535768.0
40000000.0,9101987.0,27663982.0,49627779.0,1996.0,2.35,99.0,10469.0,40000000.0,4.4,27663982.0
40000000.0,10312740.0,27073640.0,32533802.0,2001.0,2.35,104.0,2888.0,40000000.0,4.7,27053815.0
35000000.0,8203061.0,26814957.0,78201830.0,2008.0,1.85,115.0,77823.0,35000000.0,6.7,26814957.0
40000000.0,9733954.0,25288103.0,65754228.0,2001.0,1.85,119.0,29484.0,40000000.0,6.7,25178165.0
40000000.0,10025203.0,25126214.0,62771059.0,2007.0,2.35,99.0,960.0,40000000.0,5.7,25117498.0
500000.0,32645.0,32645.0,41131.0,1973.0,1.85,112.0,23737.0,500000.0,7.4,32645.0
40000000.0,5557590.0,24332324.0,24332324.0,1994.0,1.85,128.0,3126.0,40000000.0,6.1,24332324.0
40000000.0,10408176.0,36665854.0,71508440.0,2011.0,2.35,112.0,3432.0,40000000.0,6.4,36665854.0
40000000.0,6041602.0,22510798.0,22510798.0,1998.0,1.85,86.0,14275.0,40000000.0,6.2,22717758.0
40000000.0,8935426.0,22449000.0,29676703.0,2002.0,2.35,108.0,34377.0,60000000.0,6.2,22433915.0
60000000.0,8444321.0,22365133.0,22365133.0,1999.0,1.85,128.0,3821.0,60000000.0,5.9,22326247.0
40000000.0,9970557.0,21215059.0,46546197.0,2004.0,2.35,84.0,5039.0,40000000.0,4.0,21176322.0
40000000.0,6950794.0,20340204.0,20340204.0,1996.0,1.85,111.0,17877.0,40000000.0,6.2,20300000.0
45000000.0,8112627.0,20350754.0,20350754.0,1995.0,2.35,131.0,18913.0,45000000.0,4.6,20302961.0
40000000.0,5361050.0,15962471.0,60917189.0,2006.0,1.85,123.0,7243.0,40000000.0,6.4,15962471.0
40000000.0,5317066.0,14942422.0,14942422.0,1995.0,1.85,101.0,14008.0,40000000.0,5.9,14942422.0
63600000.0,6637830.0,14967182.0,19412993.0,2000.0,2.35,102.0,14463.0,40000000.0,5.1,14967182.0
45000000.0,143818.0,19019882.0,198087212.0,2012.0,2.35,114.0,7099.0,45000000.0,7.6,18996755.0
55000000.0,4331817.0,14375181.0,14375181.0,1987.0,1.85,107.0,3374.0,51000000.0,4.2,14375181.0
40000000.0,265900.0,21002919.0,46472606.0,2009.0,1.85,87.0,24770.0,40000000.0,7.8,20999103.0
40000000.0,6219234.0,14448589.0,16872671.0,2002.0,2.35,103.0,12566.0,40000000.0,5.8,14448589.0
40000000.0,4601954.0,14358033.0,14358033.0,1992.0,2.35,99.0,2125.0,40000000.0,5.9,14358033.0
10000000.0,136470.0,33225499.0,173924742.0,2001.0,2.35,122.0,809.0,77000000.0,8.4,33201661.0
30000000.0,5962106.0,14071441.0,21289826.0,2004.0,1.85,91.0,3974.0,30000000.0,4.8,14018364.0
60000000.0,6218335.0,13399812.0,35060882.0,2004.0,1.85,103.0,3639.0,60000000.0,6.2,13395939.0
40000000.0,7760205.0,20157300.0,24740061.0,2012.0,2.35,107.0,1702.0,40000000.0,6.5,20113965.0
38000000.0,5558400.0,13898649.0,28121100.0,1999.0,1.85,106.0,4327.0,40000000.0,6.3,13376506.0
40000000.0,5710128.0,13258249.0,18902015.0,2002.0,2.35,101.0,4262.0,42000000.0,3.3,13208023.0
40000000.0,6293205.0,13869515.0,39291383.0,2009.0,2.35,109.0,20503.0,40000000.0,5.9,13838130.0
65000000.0,2469341.0,5775076.0,34227298.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0,5773519.0
40000000.0,4600000.0,9692135.0,19322135.0,2003.0,1.85,89.0,3096.0,40000000.0,5.8,9652000.0
45000000.0,4605167.0,10667893.0,10667893.0,1999.0,1.85,83.0,4024.0,24000000.0,4.1,10431220.0
33000000.0,4424126.0,10330853.0,20648328.0,2009.0,2.35,108.0,14127.0,33000000.0,6.8,10326062.0
30000000.0,3022523.0,6285176.0,8694320.0,2001.0,1.85,102.0,2664.0,40000000.0,6.2,6114237.0
40000000.0,2233525.0,4842259.0,10959475.0,2002.0,2.35,93.0,4123.0,40000000.0,4.5,4835968.0
35000000.0,2272489.0,4781539.0,16176732.0,2001.0,2.35,84.0,1149.0,40000000.0,5.8,4777007.0
34060000.0,242964.0,3675753.0,34806360.0,2007.0,2.35,107.0,11623.0,26000000.0,7.3,3675072.0
40000000.0,6176280.0,18450127.0,24397992.0,2012.0,2.35,91.0,222.0,40000000.0,5.9,18438149.0
40000000.0,511920.0,694782.0,694782.0,2008.0,1.85,94.0,2449.0,40000000.0,4.4,511920.0
40000000.0,5028702.0,10664749.0,24177137.0,2015.0,2.35,115.0,1686.0,40000000.0,5.8,10640645.0
20000000.0,22224982.0,80209692.0,118114220.0,2007.0,1.85,105.0,2288.0,20000000.0,6.9,80050171.0
20000000.0,3173101.0,7563728.0,7563728.0,1995.0,2.35,107.0,13821.0,20000000.0,6.2,7564000.0
25000000.0,39609.0,969869.0,7674033.0,2007.0,2.35,101.0,504.0,25000000.0,6.9,876671.0
40000000.0,104490.0,2816518.0,2816518.0,1994.0,1.85,111.0,2612.0,30000000.0,7.3,2869369.0
40000000.0,10073.0,129078.0,42883181.0,2007.0,2.35,113.0,6267.0,40000000.0,7.1,128978.0
25000000.0,14250.0,79123.0,3088685.0,2005.0,2.35,112.0,2115.0,25000000.0,6.0,77231.0
39200000.0,171187.0,4563650.0,86758912.0,2013.0,1.85,126.0,12286.0,39200000.0,7.0,4563029.0
23000000.0,11774332.0,50693129.0,50693129.0,1994.0,1.85,98.0,2630.0,23000000.0,7.6,50693162.0
18026148.0,3575000.0,6738000.0,7934787.0,2015.0,1.85,159.0,554.0,18026148.0,8.4,6498000.0
39000000.0,18623171.0,63414846.0,101344412.0,2009.0,2.35,107.0,568.0,39000000.0,7.1,63411478.0
38000000.0,40089015.0,144533925.0,214463726.0,2001.0,2.35,106.0,45327.0,38000000.0,6.7,144512310.0
39000000.0,11412213.0,35291068.0,81491068.0,2012.0,1.85,87.0,4774.0,39000000.0,7.0,35287788.0
39000000.0,10086680.0,25514517.0,40445129.0,2005.0,2.35,119.0,2853.0,40000000.0,8.0,25335935.0
39000000.0,3038546.0,5884190.0,6596511.0,2004.0,2.35,110.0,2972.0,39000000.0,5.3,5881504.0
39000000.0,13352357.0,59950623.0,59950623.0,1983.0,2.35,125.0,2329.0,39000000.0,4.9,60000000.0
40000000.0,7021993.0,29807260.0,44907260.0,2013.0,1.85,113.0,36009.0,40000000.0,6.4,29802761.0
77508480.0,13104.0,627047.0,129710514.0,2008.0,2.35,150.0,2172.0,553632000.0,7.4,626809.0
30000000.0,35648740.0,127223418.0,180622424.0,2002.0,2.35,108.0,4251.0,38000000.0,6.1,127214072.0
38000000.0,27605576.0,88915214.0,321682600.0,2009.0,2.35,96.0,22436.0,38000000.0,6.5,88915214.0
39000000.0,8110080.0,30356793.0,37956793.0,1996.0,2.35,93.0,2176.0,39000000.0,5.7,30400000.0
38000000.0,16711716.0,85846429.0,119723358.0,2002.0,1.85,100.0,18291.0,38000000.0,5.1,85570368.0
35000000.0,23116394.0,75671125.0,118071125.0,1994.0,2.35,118.0,6427.0,35000000.0,6.6,75668868.0
38600000.0,132617.0,6594959.0,73906736.0,2013.0,2.35,122.0,943.0,38600000.0,6.5,6594136.0
38000000.0,16842353.0,58709717.0,117094902.0,2011.0,2.35,120.0,36062.0,38000000.0,6.9,58700247.0
50000000.0,384640.0,50699241.0,73956241.0,1999.0,1.85,146.0,20516.0,38000000.0,7.6,50668906.0
38000000.0,14009653.0,40007742.0,51806184.0,2002.0,2.35,115.0,3770.0,38000000.0,5.6,39177215.0
35000000.0,11801323.0,40336607.0,57756408.0,2001.0,2.35,123.0,2912.0,35000000.0,6.2,40334024.0
30000000.0,23762435.0,71038190.0,107588225.0,2015.0,1.85,94.0,3552.0,30000000.0,4.4,71038190.0
53000000.0,9225575.0,24174218.0,29715606.0,2001.0,1.85,102.0,1440.0,38000000.0,5.6,24044532.0
38000000.0,3553725.0,22771646.0,24516772.0,2001.0,1.85,98.0,2765.0,38000000.0,5.5,22770864.0
38000000.0,6622518.0,18661336.0,58401898.0,1999.0,2.35,133.0,42344.0,38000000.0,6.7,18653746.0
38000000.0,6906546.0,17380126.0,17380126.0,1996.0,2.35,118.0,24547.0,38000000.0,6.1,17305211.0
57000000.0,6018636.0,17008282.0,19334145.0,2001.0,2.35,105.0,1265.0,57000000.0,6.2,16991902.0
10000000.0,1872458.0,47566524.0,63649529.0,2009.0,1.85,109.0,3277.0,10000000.0,7.3,47536959.0
38000000.0,3908514.0,10292300.0,10292300.0,1996.0,2.35,129.0,16237.0,38000000.0,6.6,10300000.0
15000000.0,3107897.0,19629760.0,19629760.0,1982.0,2.35,109.0,1757.0,15000000.0,8.2,13782838.0
38000000.0,19030375.0,42025135.0,98337295.0,2013.0,2.35,127.0,17551.0,38000000.0,6.4,41997790.0
37000000.0,2704568.0,6492660.0,6492660.0,1997.0,2.35,118.0,74.0,37000000.0,6.4,6482195.0
38000000.0,319516.0,623374.0,763740.0,2001.0,2.35,110.0,2120.0,38000000.0,5.2,623374.0
55000000.0,3129473.0,7873007.0,17929684.0,2008.0,2.35,90.0,15494.0,55000000.0,6.5,7871693.0
32000000.0,736311.0,16377274.0,28258060.0,2012.0,1.85,144.0,427.0,32000000.0,7.1,16377274.0
40000000.0,4562675.0,9793406.0,9808124.0,2008.0,2.35,130.0,5162.0,40000000.0,7.3,9589875.0
38000000.0,10326356.0,34916787.0,109906372.0,2016.0,2.35,112.0,19974.0,38000000.0,5.2,34912982.0
35000000.0,29632823.0,109767581.0,173567581.0,2015.0,2.35,133.0,15106.0,35000000.0,7.7,109712885.0
37000000.0,23808032.0,92186262.0,154026136.0,2010.0,2.35,150.0,14296.0,37000000.0,7.6,92173235.0
40000000.0,10547068.0,41152203.0,84384002.0,2012.0,2.35,110.0,13396.0,40000000.0,5.7,41102171.0
37000000.0,19128001.0,60355347.0,163728902.0,2008.0,1.85,96.0,36093.0,37000000.0,7.0,60338891.0
37000000.0,13210579.0,48006762.0,100104565.0,2008.0,2.35,96.0,18178.0,37000000.0,6.0,48006503.0
38000000.0,187289.0,26947624.0,96983009.0,2013.0,2.35,123.0,37206.0,38000000.0,8.1,26903709.0
37000000.0,193604.0,22455976.0,48451803.0,1999.0,2.35,188.0,1906.0,37000000.0,8.0,22450975.0
30000000.0,18211126.0,44875481.0,55611001.0,2010.0,2.35,107.0,14483.0,37000000.0,5.6,44867349.0
38000000.0,17878911.0,46843513.0,112343513.0,2016.0,2.35,110.0,4882.0,38000000.0,6.1,46813366.0
37000000.0,19152401.0,72286779.0,95943453.0,2011.0,1.85,113.0,14209.0,37000000.0,6.9,72279690.0
37000000.0,69637740.0,193962473.0,421667219.0,2008.0,2.35,122.0,44060.0,37000000.0,5.2,191449475.0
36000000.0,20275194.0,71756802.0,102244770.0,2002.0,1.85,116.0,20970.0,36000000.0,7.0,71026631.0
65000000.0,19208806.0,68518533.0,117758500.0,1999.0,1.85,93.0,2986.0,65000000.0,6.3,68208190.0
37000000.0,26419396.0,150394119.0,269994119.0,2013.0,2.35,118.0,3425.0,37000000.0,7.0,150368971.0
36000000.0,12307128.0,50159144.0,50159144.0,1997.0,2.35,93.0,1874.0,36000000.0,6.9,50129186.0
36000000.0,10958157.0,55432841.0,55432841.0,1983.0,2.35,121.0,762.0,36000000.0,6.2,55500000.0
36000000.0,14020502.0,50287556.0,64780213.0,2010.0,1.85,101.0,1272.0,36000000.0,6.4,50213619.0
